id_venta,fecha_operacion,cantidad_unidades,precio_venta_unitario,costo_unitario,descuento_pct,stock_inicial,stock_final,merma_unidades,canal,metodo_pago,monto_venta_soles,margen_venta_soles,observacion,tiendas_nombre,tiendas_distrito,tiendas_zona,tiendas_tipo_local,productos_nombre,productos_categoria,productos_proveedor,productos_costo_unitario,productos_precio_lista,clientes_nombre,clientes_distrito,clientes_segmento,clientes_fecha_registro
383,2026-03-23,64,4.79,3.29,3,84,20,0,WhatsApp,,434.99,340.8 aprox,OK,Abarrotes Esperanza 2,La Molina,Norte,Almacen,Azucar rubia 1kg,Endulzantes,Dulce Peru,3.35,4.79,Carlos Salazar,Chorrillos,Vecino frecuente,2025-01-16
384,2026-06-20,6,4.88,3.45,12,99,93,0,Delivery local,Yape,21.8,42.47,Promocion,Abarrotes Esperanza 7,La Molina,Sur,Almacen,Azucar rubia 1kg,Endulzantes,Dulce Peru,3.35,4.79,Carlos Campos,  Ate ,Familia,2025-06-11
385,2026-05-16,,5.09,3.25,0,125,108,0,WHATSAPP,Yape,"148,6",113.87,,Abarrotes Esperanza 3,Los Olivos,Norte,Almacen,Leche evaporada,Lacteos,Lacteos Lima,3.19,5.1,Valeria Reyes,Chorrillos,VeCiNo fReCuEnTe,2025-12-24
386,2026-01-07,54,2.99, 1.63 ,3,270,216,0,MoStRaDoR,Transferencia,447.1,410.47,Promocion,Abarrotes Esperanza 3,Los Olivos,Norte,Almacen,galletas soda,Snacks,Dulcesur,1.64,2.79,Ana Navarro,Ventanilla,Vecino frecuente,2025-08-24
387,2026-03-25,105,7.93 aprox,4.76,0,277,172,0,Mostrador,,849.34,590.37,Cliente frecuente,Abarrotes Esperanza 2,La Molina,Norte,Almacen,Yogurt familiar,Lacteos,Lacteos Lima,4.69,7.48,Jorge Huaman,Miraflores,Negocio,2025-01-03
388,2026-02-17,75,3.77,2.22,10,175,100,0,WhatsApp,Transferencia,543.64,521.43,Revisar stock,Abarrotes Esperanza 6,Comas,Centro,ALMACEN,Fideos spaghetti,Pastas,Pastas Sol,2.23,3.62,  Maria Reyes ,Los Olivos,Ocasional,2025-01-02
389,2026-03-08,10,5.17 aprox,3.48,0,94,84, 0 ,Telefono,Plin,99.06,74.81,,Abarrotes Esperanza 6,Comas,Centro,ALMACEN,Azucar rubia 1kg,Endulzantes,Dulce Peru,3.35,4.79,Carlos Quispe,Ate,Familia,2025-08-24
390,2026-01-06,20,28.94,19.7,3,112,92,0,WhatsApp,Efectivo,165.02,S/ -43.5,,Abarrotes Esperanza 2,La Molina,Norte,Almacen,Arroz extra 5kg,granos,Molino Norte,18.95,27.3,Miguel Vargas,Lima,Mayorista pequeno,2025-10-16
391,2026-03-13,29,7.97,4.78,3,115,86,0,Delivery local,Efectivo,199.13,105.79,Promocion,Abarrotes Esperanza 4,Miraflores,Norte,Tienda de mercado,Yogurt familiar,Lacteos,Lacteos Lima,4.69,7.48,Victor Castillo,Villa El Salvador,Ocasional,01-06-2025
392,2026-01-02,67,3.55,2.23,10,198,130 aprox,1,Telefono,Efectivo,519.48,506.11,Promocion,Abarrotes Esperanza 4,Miraflores,Norte,Tienda de mercado,Fideos spaghetti,Pastas,Pastas Sol,2.23,3.62,Ana Navarro,Ventanilla,Vecino frecuente,2025-08-24
393,2026-04-24,57,7.83,4.84,0,226,169,0,whatsapp,Plin,457.21,315.59,Promocion,Abarrotes Esperanza 4,Miraflores,Norte,Tienda de mercado,Yogurt familiar,Lacteos,Lacteos Lima,4.69,7.48,Pedro Huaman,Villa El Salvador,Mayorista pequeno,2025-06-16
394,2026-04-11,29,,3.43,8,122,93,0,Mostrador,Tarjeta,183.98,116.95,,Abarrotes Esperanza 4,Miraflores,Norte,Tienda de mercado,Lenteja 500g,Menestras,Campo Bueno,3.38,5.14,Rocio Campos,Los Olivos,Negocio,2025-01-08
395,2026-06-11, 57 ,5.49,3.22,10,231,169, 5 ,Delivery local,Tarjeta,446.06,393.0,,Abarrotes Esperanza 2,La Molina,Norte,Almacen,Leche evaporada,Lacteos,Lacteos Lima,3.19,5.1,Andre Rojas,Comas,Familia,12-04-2025
396,26/05/2026,38,3.77,2.26,15,274,236 aprox,0,Delivery local,Yape,279.07,269.46,,Abarrotes Esperanza 6,Comas,Centro,ALMACEN,Fideos spaghetti,Pastas,Pastas Sol,2.23,3.62,Pedro Huaman,Villa El Salvador,Mayorista pequeno,2025-06-16
397,2026-03-11,4,2.89,1.62,15,224,220,,Delivery local,Yape,13.63,27.23,OK,Abarrotes Esperanza 3,Los Olivos,Norte,Almacen,galletas soda,Snacks,Dulcesur,1.64,2.79,Raul Ramos,Ate,NeGoCiO,19-06-2025
398,2026-01-12, 65 ,6.6,4.44,8,168,101,2,Delivery local,TARJETA,506.37,397.42,,Abarrotes Esperanza 6,Comas,Centro,ALMACEN,Atun en lata,Conservas,Mar Azul,4.39,6.74,Luis Mendoza,  San Juan de Lurigancho ,Mayorista pequeno,2025-03-21
399,2026-01-24,67,14.45,9.74,8,201,134,0,WhatsApp,Transferencia,497.1,216.15,Promocion,Abarrotes Esperanza 7,La Molina,Sur,Almacen,Cafe instantaneo,Bebidas,Cafe Sierra,9.7,14.87,Miguel Vargas,Lima,Mayorista pequeno,2025-10-16
400,,75,7.43,4.7,5,194,119 aprox, 0 ,WhatsApp,Efectivo,603.22,454.12,Cliente frecuente,Abarrotes Esperanza 6,Comas,Centro,ALMACEN,Yogurt familiar,Lacteos,Lacteos Lima,4.69,7.48,Marco Flores,Miraflores,FaMiLiA,2025-12-19
401,2026-02-08,72,3.65,2.17,0,280,206,2,Telefono,,527.02,460.36,Promocion,Abarrotes Esperanza 4,Miraflores,Norte,Tienda de mercado,Fideos spaghetti,Pastas,Pastas Sol,2.23,3.62,Camila Huaman,San Miguel,Ocasional,2025-10-03
402,2026-06-25,,2.79,1.62,0,220, 170 ,0,Mostrador,Tarjeta,339.0,309.42,OK,Abarrotes Esperanza 5,La Molina,Este,Tienda de mercado,galletas soda,Snacks,Dulcesur,1.64,2.79,Andre Rojas,Comas,Familia,12-04-2025
403, 2026-02-10 ,58,12.31,8.22,0, 289 ,231 aprox,0,WhatsApp,Efectivo,371.34,137.55,,Abarrotes Esperanza 3,Los Olivos,Norte,Almacen,Aceite vegetal 1L,Aceites,  Oleo Andino ,8.03,12.76,Lucia Salazar,Lima,Ocasional,2025-08-17
404,2026-02-18, 41 ,5.12,3.24,3,167,126,0,WhatsApp,Transferencia,262.82,203.44,OK,Abarrotes Esperanza 1,Los Olivos,Sur,Tienda  de  mercado,Leche evaporada,Lacteos,Lacteos Lima,3.19,5.1,Fiorella Navarro,Callao,  Ocasional ,2025-01-04
405,2026/05/20,8,5.34,3.21,15,146,138,0,WhatsApp,Efectivo,89.31 aprox,58.81 aprox,PrOmOcIoN,Abarrotes Esperanza 2,La Molina,Norte,Almacen,Leche evaporada,Lacteos,Lacteos Lima,3.19,5.1,DiAnA CrUz,Chorrillos,,2025-03-28
406,2026-03-21,60,10.41,6.94,8,173,113,0,Telefono,YAPE,437.89,272.25,Promocion,Abarrotes Esperanza 7,La Molina,Sur,Almacen,Detergente bolsa,Limpieza,Casa Limpia,6.62,9.65,Camila Quispe,Surco,Negocio,2025-08-06
407,2026-05-17,12,5.47,3.54,0,36, 24 ,0,Mostrador,Transferencia,89.37,58.17,Promocion,Abarrotes Esperanza 2,La Molina,Norte,Almacen,Lenteja 500g,Menestras,Campo Bueno,3.38,5.14,Miguel Vargas,Lima,Mayorista pequeno,2025-10-16
408,2026-02-23,64,9.05,5.94,0,125,61,0,Telefono,Efectivo,530.23,337.64,Cliente frecuente,Abarrotes Esperanza 7,La Molina,Sur,Almacen,Papel higienico,Limpieza,Suave Hogar,5.76,9.3,Andre Quispe,San  Juan  de  Lurigancho,Ocasional,2025-03-02
409,2026-03-21,,12.88,8.03,12,311,183,0,Telefono,Efectivo,922.74,564.72,Cliente frecuente,Abarrotes Esperanza 4,Miraflores,Norte,Tienda de mercado,Aceite vegetal 1L,Aceites,  Oleo Andino ,8.03,12.76,Luis Paredes,surco,Vecino frecuente,2025-07-22
410,2026-04-22,39,28.28,18.9,15,169, 130 ,0,Telefono,Plin, 364.82 ,"41,86",OK,Abarrotes Esperanza 2,La Molina,Norte,Almacen,Arroz extra 5kg,granos,Molino Norte,18.95,27.3,Valeria Navarro,Los Olivos,Ocasional,2025-09-23
411,2026/03/09,68,9.52,6.02,5,192, 123 ,1,  Delivery local ,Plin,500.1 aprox,309.13,,Abarrotes Esperanza 1,Los Olivos,Sur,Tienda  de  mercado,Papel higienico,Limpieza,Suave Hogar,5.76,9.3,Marco Mendoza,Ate,Ocasional,2025-08-23
412,2026-02-13,8,6.65,4.32,0,44,36,0,Delivery local,Tarjeta,56.47,35.2,OK,Abarrotes Esperanza 5,La Molina,Este,Tienda de mercado,Atun en lata,Conservas,Mar Azul,4.39,6.74,Rocio Paredes,San Juan de Lurigancho,Ocasional,2025-02-05
413,06/05/2026,54,9.36 aprox,5.66,3,69,15,0,Delivery local,Tarjeta,458.05,318.72,Promocion,Abarrotes Esperanza 5,La Molina,Este,Tienda de mercado,Papel higienico,Limpieza,Suave Hogar,5.76,9.3,Miguel Mendoza,Callao,Familia,2025-10-24
414,2026-06-14,53,3.0,1.67,15,,223,0,WhatsApp,,309.41,321.14,Promocion,Abarrotes Esperanza 2,La Molina,Norte,Almacen,galletas soda,Snacks,Dulcesur,1.64,2.79,Marco Huaman,San Miguel,Vecino frecuente,2025-03-14
415,2026-04-20,7,3.91,2.26,12,217,210,0,Mostrador,Plin,54.95,42.1,PROMOCION,Abarrotes Esperanza 6,Comas,Centro,ALMACEN,Fideos spaghetti,Pastas,Pastas Sol,2.23,3.62,Rocio Campos,Los Olivos,Negocio,2025-01-08
416,2026-02-28,43,12.29,S/ 7.9,3,113,70,0,WHATSAPP,Tarjeta,275.43,98.19,   ,Abarrotes Esperanza 2,La Molina,Norte,Almacen,Aceite vegetal 1L,Aceites,  Oleo Andino ,8.03,12.76,Carlos Reyes,Callao,Vecino frecuente,2025-05-23
417,2026-04-03,46,6.75,4.36,15,66,18,2,Telefono,Plin,255.6,"192,82",Revisar stock,Abarrotes Esperanza 1,Los Olivos,Sur,Tienda  de  mercado,Atun en lata,Conservas,Mar Azul,4.39,6.74,Andre Rojas,Comas,Familia,12-04-2025
418,2026-01-12,73,3.57,2.3,10,,240,0,Delivery local,TrAnSfErEnCiA,S/ 456.69,414.73 aprox,Cliente frecuente,Abarrotes Esperanza 1,Los Olivos,Sur,Tienda  de  mercado,Fideos spaghetti,Pastas,Pastas Sol,2.23,3.62,Luis Navarro,Lima,Negocio,2025/05/28
419,2026/06/13,55, 14.88 ,9.63, 0 ,180,125,0,mostrador,Transferencia,496.16,222.89,Cliente frecuente,Abarrotes Esperanza 7,La Molina,Sur,Almacen,Cafe instantaneo,Bebidas,Cafe Sierra,9.7,14.87,Ana Soto,La Molina,Vecino frecuente,2025-12-11
420,,22,14.96,,0,123,101,0,  Delivery local ,Transferencia, 160.95 ,43.47,OK,Abarrotes Esperanza 2,La Molina,Norte,Almacen,Cafe instantaneo,Bebidas,Cafe Sierra,9.7,14.87,Claudia Mendoza,San Miguel,Mayorista pequeno,2025-12-02
421,2026-05-20, 46 ,S/ 6.5,4.51,0,212,166,0,Mostrador,,331.26,243.81,,Abarrotes Esperanza 4,Miraflores,Norte,Tienda de mercado,Atun en lata,Conservas,Mar Azul,4.39,6.74,RoCiO SaYaN,Ate,Negocio,2025-04-18
422,2026-06-15,53,12.95,8.42,3,227,174,0,Mostrador,Efectivo,394.07,156.34,Cliente frecuente,Abarrotes Esperanza 4,Miraflores,Norte,Tienda de mercado,Aceite vegetal 1L,Aceites,  Oleo Andino ,8.03,12.76,Andre Navarro,Ate,Negocio,2025-10-18
423,2026-03-05,63,2.8 aprox,1.59,0,211,148,0,Telefono,YaPe,1710.48,1138.17,Cliente frecuente,Abarrotes Esperanza 3,Los Olivos,Norte,Almacen,galletas soda,Snacks,Dulcesur,1.64,2.79,Carlos Soto,Villa El Salvador,Vecino frecuente,2025-06-04
424,2026-04-06,69,7.73,4.84,0,195,126,0,WhatsApp,Tarjeta, 458.57 ,296.3,,Abarrotes Esperanza 1,Los Olivos,Sur,Tienda  de  mercado,Yogurt familiar,Lacteos,Lacteos Lima,4.69,7.48,Maria Ramos,Los Olivos,Vecino frecuente,2025-06-25
425,2026-04-02, 62 ,7.76,4.71,0,76,14, 0 ,Delivery local,Transferencia,420.92,273.82,Revisar stock,Abarrotes Esperanza 4,Miraflores,Norte,Tienda de mercado,Yogurt familiar,Lacteos,Lacteos Lima,4.69,7.48,Camila Campos,San Miguel,Ocasional,2025-04-17
426,2026-02-01,62 aprox,13.56,8.05,5,201,139,0,,Tarjeta,364.0,134.71,Cliente frecuente,Abarrotes Esperanza 3,Los Olivos,Norte,Almacen,Aceite vegetal 1L,Aceites,  Oleo Andino ,8.03,12.76,Luis Sayan,Independencia,Vecino frecuente,2025-02-02
427,2026-04-03,54,7.14,4.51,8,126,72,0,  Mostrador ,Plin,347.49,246.45,Ok,Abarrotes Esperanza 4,Miraflores,Norte,Tienda de mercado,Atun en lata,Conservas,Mar Azul,4.39,6.74,Miguel Vargas,Lima,Mayorista pequeno,2025-10-16
428,2026-02-05,23,,4.78 aprox,8,122,99,,WhatsApp,Tarjeta,184.98,,OK,Abarrotes Esperanza 2,La Molina,Norte,Almacen,Yogurt familiar,Lacteos,Lacteos Lima,4.69,7.48,Raul Rojas,Comas,Negocio,2025-02-04
429,2026-06-03,60,7.88,4.76,15,300,240,0,Telefono,Tarjeta,338.77,267.3,Revisar stock,Abarrotes Esperanza 4,Miraflores,Norte,Tienda de mercado,Yogurt familiar,Lacteos,Lacteos Lima,4.69,7.48,Lucia Salazar,Lima,Ocasional,2025-08-17
430,2026-04-05,31,13.1,8.38,0,92,59,2,Delivery local,Efectivo,224.63,88.79,Promocion,Abarrotes Esperanza 3,Los Olivos,Norte,Almacen,Aceite vegetal 1L,Aceites,  Oleo Andino ,8.03,12.76,Claudia Rojas,Ventanilla,Familia,2025-07-18
431,2026-03-24,4,28.17,19.64,10,247,243,0,Telefono,Efectivo,96.81,-4.29,OK,Abarrotes Esperanza 4,Miraflores,Norte,Tienda de mercado,Arroz extra 5kg,granos,Molino Norte,18.95,27.3,Valeria Navarro,Los Olivos,Ocasional,2025-09-23
432,2026-04-01,49,3.68,2.17,12,144,95,0,WhatsApp,Plin,333.64,318.98,Cliente frecuente,Abarrotes Esperanza 5,La Molina,Este,Tienda de mercado,Fideos spaghetti,Pastas,Pastas Sol,2.23,3.62,Luis Mendoza,Callao,Ocasional,2025-11-11
433,2026-02-03,55,27.46,18.85,8,79,24,0,Delivery local,Tarjeta,400.65,-86.42,Cliente frecuente,Abarrotes Esperanza 2,La Molina,Norte,Almacen,Arroz extra 5kg,granos,Molino Norte,18.95,27.3,Camila Castillo,San Miguel,Negocio,2025-12-18
434,2026-04-28,29,5.23,3.38,5,265,236,0,Delivery  local,  Plin ,208.39,170.66,Revisar stock,Abarrotes Esperanza 7,La Molina,Sur,Almacen,Lenteja 500g,Menestras,Campo Bueno,3.38,5.14,Luis Rojas,Independencia,Negocio,2025-03-17
435,2026-03-04,58,7.91,4.64,5,265,207,0,Mostrador,Yape,368.79 aprox,246.9,OK,Abarrotes Esperanza 3,Los Olivos,Norte,Almacen,Yogurt familiar,Lacteos,Lacteos Lima,4.69,7.48,Jorge Huaman,Miraflores,Negocio,2025-01-03
436,2026-04-09,9,2.9,1.61,5,232,223,0 aprox,Mostrador,Efectivo, 57.71 ,51.59 aprox,,Abarrotes Esperanza 7,La Molina,Sur,Almacen,galletas soda,Snacks,Dulcesur,1.64,2.79,Ana Vargas,Ate,Familia,2025-08-20
437,2026-03-18,20,5.28, 3.13 ,3,236,213,3,Mostrador,Transferencia,155.28,,OK,Abarrotes Esperanza 1,Los Olivos,Sur,Tienda  de  mercado,Leche evaporada,Lacteos,Lacteos Lima,3.19,5.1,Camila Campos,San Miguel,Ocasional,2025-04-17
438,22/06/2026,74 aprox,5.47,3.14,0,142,68,0,Delivery local,Efectivo,,464.42,Promocion,Abarrotes Esperanza 2,La Molina,Norte,Almacen,Leche evaporada,Lacteos,Lacteos Lima,3.19,5.1,Carlos Reyes,Callao,Vecino frecuente,2025-05-23
439,2026-03-07,23,27.57,,0,164,140,1,Mostrador,Transferencia,189.76,-67.9,Cliente frecuente,Abarrotes Esperanza 1,Los Olivos,Sur,Tienda  de  mercado,Arroz extra 5kg,granos,Molino Norte,18.95,27.3,Diana Vargas,Comas,Familia,2025-11-28
440,19-05-2026,55, 12.56 ,8.32,15, 151 ,96, 0 ,Delivery local,PlIn,435.54,288.58,,Abarrotes Esperanza 1,Los Olivos,Sur,Tienda  de  mercado,Aceite vegetal 1L,Aceites,  Oleo Andino ,8.03,12.76,Marco Quispe,Los Olivos,Vecino frecuente,27/12/2025
441,2026-01-25,65,5.46,3.47,12, 121 ,53,3,Telefono,Plin,438.09,379.52,PrOmOcIoN,Abarrotes Esperanza 6,Comas,Centro,ALMACEN,Lenteja 500g,Menestras,Campo Bueno,3.38,5.14,Carlos Soto,Villa El Salvador,Vecino frecuente,2025-06-04
442,2026-06-06,23,3.83,2.23,12,173,150,0,Telefono,Transferencia,182.99,146.46,,Abarrotes Esperanza 4,Miraflores,Norte,Tienda de mercado,Fideos spaghetti,Pastas,Pastas Sol,2.23,3.62,Carlos Reyes,comas,Vecino frecuente,2025-01-09
443,2026-01-21,23,9.43,6.75, 12 ,185,162,0 aprox,Mostrador,plin,156.94,67.69,Revisar stock,Abarrotes Esperanza 4,Miraflores,Norte,Tienda de mercado,Detergente bolsa,Limpieza,Casa Limpia,6.62,9.65,Carlos Quispe,Ate,Familia,2025-08-24
444,2026-02-18,74,7.1,4.5,5,295,221,0,Telefono,Transferencia,"556,41",420.91,,Abarrotes Esperanza 5,La Molina,Este,Tienda de mercado,Atun en lata,Conservas,Mar Azul,4.39,6.74,Rocio Vargas,Chorrillos,Negocio,2025-12-24
445,2026-01-08,70,15.52,"10,14",0,124 aprox,49,5,WhatsApp,Transferencia,,81.09,promocion,Abarrotes Esperanza 6,Comas,Centro,ALMACEN,Cafe instantaneo,Bebidas,Cafe Sierra,9.7,14.87,Raul Ramos,Ate,NeGoCiO,19-06-2025
446,2026-02-12,46,12.6,7.99,0,90,44,0,Mostrador,Efectivo,"351,82",149.72,OK,Abarrotes Esperanza 6,Comas,Centro,ALMACEN,Aceite vegetal 1L,Aceites,  Oleo Andino ,8.03,12.76,Claudia Mendoza,San Miguel,Mayorista pequeno,2025-12-02
447,2026-06-11,11,4.98 aprox,3.33,3,191,180 aprox,0,  Telefono ,Efectivo,75.15,52.48,OK,Abarrotes Esperanza 3,Los Olivos,Norte,Almacen,Lenteja 500g,Menestras,Campo Bueno,3.38,5.14,Fiorella Navarro,Callao,  Ocasional ,2025-01-04
448,2026-05-28,42,15.34,10.03,8,243,201,0,Mostrador,Transferencia,295.56,108.28,Promocion,Abarrotes Esperanza 3,Los Olivos,Norte,Almacen,Cafe instantaneo,Bebidas,Cafe Sierra,9.7,14.87,Valeria Reyes,Chorrillos,VeCiNo fReCuEnTe,2025-12-24
449,2026-02-24, 51 ,2.83,1.64,0,139 aprox,88,0,WhatsApp,,331.74,297.55,REVISAR STOCK,Abarrotes Esperanza 7,La Molina,Sur,Almacen,galletas soda,Snacks,Dulcesur,1.64,2.79,Maria Ramos,Los Olivos,Vecino frecuente,2025-06-25
450,2026-02-22,11,6.95,4.3,10,247,236,0,Delivery local,Transferencia,87.85,61.24,,Abarrotes Esperanza 4,Miraflores,Norte,Tienda de mercado,Atun en lata,Conservas,Mar Azul,4.39,6.74,Claudia Rojas,Ventanilla,Familia,2025-07-18
451,2026-03-17,14,S/ 5.22,3.28,10,172,158,0,,Efectivo,115.73,91.38,  Cliente frecuente ,Abarrotes Esperanza 5,La Molina,Este,Tienda de mercado,Leche evaporada,Lacteos,Lacteos Lima,3.19,5.1,Miguel Mendoza,Callao,Familia,2025-10-24
452,2026-05-19,26,9.94,5.92,8,250,223,1,Telefono,Transferencia,185.43,110.72 aprox,,Abarrotes Esperanza 6,Comas,Centro,ALMACEN,Papel higienico,Limpieza,Suave Hogar,5.76,9.3,Lucia Salazar,Lima,Ocasional,2025-08-17
453,2026-03-13,4,2.98,1.59,10,184,179,1,Mostrador,Transferencia,28.43,28.33 aprox,Promocion,Abarrotes Esperanza 7,La Molina,Sur,Almacen,galletas soda,Snacks,Dulcesur,1.64,2.79,Valeria Rojas,Lima,,2025-01-18
454,2026-06-19,35,"9,61",6.8,0,224,189,0,Telefono,Plin,362.15,S/ 224.33,OK,Abarrotes Esperanza 4,Miraflores,Norte,Tienda de mercado,Detergente bolsa,Limpieza,Casa Limpia,6.62,9.65,Andre Navarro,Ate,Negocio,2025-10-18
455,02/05/2026,59,S/ 13.61,8.0,3,274,215,0,Telefono,Tarjeta,431.54,221.27 aprox,Revisar stock,Abarrotes Esperanza 5,La Molina,Este,Tienda de mercado,Aceite vegetal 1L,Aceites,  Oleo Andino ,8.03,12.76,Pedro Huaman,Villa El Salvador,Mayorista pequeno,2025-06-16
456,2026-06-21,22,"9,78",6.45,3,140,117,1,Telefono,Transferencia,,111.34,Cliente frecuente,Abarrotes Esperanza 7,La Molina,Sur,Almacen,Detergente bolsa,Limpieza,Casa Limpia,6.62,9.65,Jose Mendoza,LIMA,Ocasional,2025-01-21
457,2026-01-13,72,15.94,10.03 aprox,10,173,100,1,WhatsApp,Yape,496.05,199.84,Revisar stock,Abarrotes Esperanza 6,Comas,Centro,ALMACEN,Cafe instantaneo,Bebidas,Cafe Sierra,9.7,14.87,Raul Rojas,Comas,Negocio,2025-02-04
458,2026-02-03,22, 9.85 ,6.43,3,39,14,3,Telefono,Yape,711.48,246.3,,Abarrotes Esperanza 6,Comas,Centro,ALMACEN,Detergente bolsa,Limpieza,Casa Limpia,6.62,9.65,Marco Quispe,Los Olivos,Vecino frecuente,27/12/2025
459,2026/06/26,40,5.06,3.44,8,246,206,0,  WhatsApp ,Tarjeta, 231.29 ,189.75,,Abarrotes Esperanza 7,La Molina,Sur,Almacen,Lenteja 500g,Menestras,Campo Bueno,3.38,5.14,Valeria Navarro,Los Olivos,Ocasional,2025-09-23
460,2026-04-09,55,9.34,5.74,0,113,58,0,WhatsApp,Yape,510.55,340.29,OK,Abarrotes Esperanza 1,Los Olivos,Sur,Tienda  de  mercado,Papel higienico,Limpieza,Suave Hogar,5.76,9.3,Camila Campos,Chorrillos,FaMiLiA,2025-04-12
461,2026-01-20,29,9.5,6.58,12,115,86,0,Mostrador,Efectivo, 204.53 ,107.42,OK,Abarrotes Esperanza 4,Miraflores,Norte,Tienda de mercado,Detergente bolsa,Limpieza,Casa Limpia,6.62,9.65,Claudia Salazar,Chorrillos,Negocio,2025-08-23
462,2026-05-10,71,2.85,1.64,0,219, 148 ,0,WhAtSaPp,Efectivo,631.82,"573,67",CLIENTE FRECUENTE,Abarrotes Esperanza 3,Los Olivos,Norte,Almacen,galletas soda,Snacks,Dulcesur,1.64,2.79,Marco Huaman,San Miguel,Vecino frecuente,2025-03-14
463,2026-02-23,31,15.76,9.75,0,42,8,3,Delivery local,Yape,275.84,77.52,OK,Abarrotes Esperanza 3,Los Olivos,Norte,Almacen,Cafe instantaneo,Bebidas,Cafe Sierra,9.7,14.87,Andre Rojas,San Miguel,Mayorista pequeno,2025-09-14
464,2026-05-13,36,5.37 aprox,3.48,8,198,162,0,WhatsApp,Transferencia,205.56,161.84,OK,Abarrotes Esperanza 5,La Molina,Este,Tienda de mercado,Lenteja 500g,Menestras,Campo Bueno,3.38,5.14,Miguel Sayan,,Negocio,2025-03-21
465,2026-06-03,14,2.71,1.62,0,159,144,1,Telefono,Efectivo,"107,98",102.33,OK,Abarrotes Esperanza 1,Los Olivos,Sur,Tienda  de  mercado,galletas soda,Snacks,Dulcesur,1.64,2.79,Luis Quispe,Ventanilla,Negocio,2025-11-12
466,2026-02-01,74,26.62, 19.84 ,0,89,10,5,Delivery local,Efectivo,694.13 aprox,-124.42,OK,Abarrotes Esperanza 3,Los Olivos,Norte,Almacen,Arroz extra 5kg,granos,Molino Norte,18.95,27.3,Maria Ramos,Los Olivos,Vecino frecuente,2025-06-25
467,2026-04-05,66,13.43,8.14,8,126,60,0,WhatsApp,Plin,292.48,51.15,OK,Abarrotes Esperanza 6,Comas,Centro,ALMACEN,Aceite vegetal 1L,Aceites,  Oleo Andino ,8.03,12.76,Andre Navarro,Ate,Negocio,2025-10-18
468,2026-03-12,29,5.0,3.14 aprox,10,219,190,0,Telefono,Efectivo,,147.73,OK,Abarrotes Esperanza 4,Miraflores,Norte,Tienda de mercado,Leche evaporada,Lacteos,Lacteos Lima,3.19,5.1,DiAnA CrUz,Chorrillos,,2025-03-28
469,2026-04-13,34,5.43,3.13, 15 ,134,100,0,Mostrador,  Transferencia ,237.51,212.17,Revisar stock,Abarrotes Esperanza 1,Los Olivos,Sur,Tienda  de  mercado,Leche evaporada,Lacteos,Lacteos Lima,3.19,5.1,AnA FlOrEs,Ate,Negocio,2025-11-23
470,2026-06-25,73,2.94,1.71,,95,22 aprox,0,Delivery local,Efectivo,410.89,422.67,Revisar stock,Abarrotes Esperanza 6,Comas,Centro,ALMACEN,galletas soda,Snacks,Dulcesur,1.64,2.79,Luis Sayan,Independencia,Vecino frecuente,2025-02-02
471,2026-06-19,69, 12.39 ,8.19,12,231,160,2,WhatsApp,PlIn,399.14,166.76,,Abarrotes Esperanza 2,La Molina,Norte,Almacen,Aceite vegetal 1L,Aceites,  Oleo Andino ,8.03,12.76,Camila Torres,Villa El Salvador,Negocio,2025-08-02
472,22-03-2026,68,7.06,,3,165,97,0,Mostrador,Efectivo,573.46,459.76,Cliente frecuente,Abarrotes Esperanza 6,Comas,Centro,ALMACEN,Atun en lata,Conservas,Mar Azul,4.39,6.74,Marco Huaman,San Miguel,Vecino frecuente,2025-03-14
473,2026-01-09,15,"9,15",5.93,10,183, 168 ,0,Telefono,Efectivo,117.36,59.59,Cliente frecuente,Abarrotes Esperanza 2,La Molina,Norte,Almacen,Papel higienico,Limpieza,Suave Hogar,5.76,9.3,Luis Mendoza,Callao,Ocasional,2025-11-11
474,2026-02-26,29,14.51,10.05,12,126,97,0,Telefono,Efectivo,206.33,53.45,ok,Abarrotes Esperanza 3,Los Olivos,Norte,Almacen,Cafe instantaneo,Bebidas,Cafe Sierra,9.7,14.87,Marco Quispe,Los Olivos,Vecino frecuente,27/12/2025
475,2026-04-02,6,5.43,3.4,0,107,101,0,Mostrador,Plin,45.36,33.13,OK,Abarrotes Esperanza 3,Los Olivos,Norte,Almacen,Lenteja 500g,Menestras,Campo Bueno,3.38,5.14,Jorge Huaman,Miraflores,Negocio,2025-01-03
476,20-05-2026,12,15.16,9.78,0,100,85,3,Delivery local,TaRjEtA,144.62,34.22,,Abarrotes Esperanza 3,Los Olivos,Norte,Almacen,Cafe instantaneo,Bebidas,Cafe Sierra,9.7,14.87,RoCiO SaYaN,Ate,Negocio,2025-04-18
477,2026-03-25,44, 7.12 ,4.34,8,187,142,1,Delivery local,Plin,327.83,248.72,,Abarrotes Esperanza 5,La Molina,Este,Tienda de mercado,Atun en lata,Conservas,Mar Azul,4.39,6.74,Sofia Vargas,CaLlAo,Familia,2025-12-16
478,20-06-2026,48,8.98,5.71,0,269,221, 0 ,WhatsApp,Efectivo,248.11,131.84,OK,Abarrotes Esperanza 4,Miraflores,Norte,Tienda de mercado,Papel higienico,Limpieza,Suave Hogar,5.76,9.3,Raul Ramos,Ate,NeGoCiO,19-06-2025
